Generation,Honest,Corrupt,OptimisticCooperator,PrudentCooperator,OptimisticDefector,PrudentDefector,Completion
43700,0.48,0.52,0.008,0.034,0.91,0.048,43.7%
43800,0.6,0.4,0.026,0.018,0.898,0.058,43.8%
43900,0.44,0.56,0.024,0.048,0.922,0.006,43.9%
44000,0.53,0.47,0.012,0.012,0.952,0.024,44%
44100,0.48,0.52,0.028,0.07,0.88,0.022,44.1%
44200,0.46,0.54,0.034,0.012,0.884,0.07,44.2%
44300,0.46,0.54,0.072,0.074,0.804,0.05,44.3%
44400,0.63,0.37,0.022,0.016,0.936,0.026,44.4%
44500,0.58,0.42,0.01,0.022,0.956,0.012,44.5%
44600,0.47,0.53,0.044,0.04,0.874,0.042,44.6%
44700,0.41,0.59,0.018,0.034,0.922,0.026,44.7%
44800,0.55,0.45,0.04,0.024,0.908,0.028,44.8%
44900,0.6,0.4,0.014,0.008,0.954,0.024,44.9%
45000,0.58,0.42,0.038,0.036,0.908,0.018,45%
45100,0.58,0.42,0.022,0.008,0.93,0.04,45.1%
45200,0.5,0.5,0.028,0.014,0.926,0.032,45.2%
45300,0.69,0.31,0.006,0.026,0.922,0.046,45.3%
45400,0.75,0.25,0.034,0.042,0.882,0.042,45.4%
45500,0.61,0.39,0.014,0.024,0.95,0.012,45.5%
45600,0.49,0.51,0.02,0.026,0.886,0.068,45.6%
45700,0.69,0.31,0.056,0.03,0.886,0.028,45.7%
45800,0.44,0.56,0.026,0.034,0.88,0.06,45.8%
45900,0.39,0.61,0.044,0.016,0.896,0.044,45.9%
46000,0.37,0.63,0.014,0.032,0.938,0.016,46%
46100,0.41,0.59,0.022,0.036,0.926,0.016,46.1%
46200,0.46,0.54,0.034,0.046,0.91,0.01,46.2%
46300,0.63,0.37,0.012,0.026,0.926,0.036,46.3%
46400,0.63,0.37,0.014,0.014,0.94,0.032,46.4%
46500,0.44,0.56,0.074,0.012,0.884,0.03,46.5%
46600,0.53,0.47,0.05,0.056,0.872,0.022,46.6%
46700,0.77,0.23,0.006,0.016,0.948,0.03,46.7%
46800,0.53,0.47,0.028,0.01,0.932,0.03,46.8%
46900,0.43,0.57,0.016,0.024,0.918,0.042,46.9%
47000,0.44,0.56,0.026,0.012,0.924,0.038,47%
47100,0.52,0.48,0.02,0.046,0.888,0.046,47.1%
47200,0.5,0.5,0.02,0.042,0.92,0.018,47.2%
47300,0.69,0.31,0.038,0.004,0.926,0.032,47.3%
47400,0.52,0.48,0.026,0.016,0.906,0.052,47.4%
47500,0.36,0.64,0.056,0.024,0.902,0.018,47.5%
47600,0.24,0.76,0.048,0.05,0.868,0.034,47.6%
47700,0.36,0.64,0.046,0.032,0.892,0.03,47.7%
47800,0.57,0.43,0.028,0.038,0.916,0.018,47.8%
47900,0.53,0.47,0.028,0.018,0.942,0.012,47.9%
48000,0.59,0.41,0.012,0.012,0.952,0.024,48%
48100,0.34,0.66,0.034,0.034,0.922,0.01,48.1%
48200,0.64,0.36,0.014,0.022,0.934,0.03,48.2%
48300,0.48,0.52,0.008,0.01,0.95,0.032,48.3%
48400,0.5,0.5,0.008,0.03,0.926,0.036,48.4%
48500,0.47,0.53,0.018,0.014,0.908,0.06,48.5%
48600,0.56,0.44,0.018,0.016,0.942,0.024,48.6%
48700,0.83,0.17,0.036,0.01,0.908,0.046,48.7%
48800,0.38,0.62,0.024,0.032,0.914,0.03,48.8%
48900,0.48,0.52,0.018,0.06,0.912,0.01,48.9%
49000,0.68,0.32,0.008,0.026,0.95,0.016,49%
49100,0.45,0.55,0.09,0.016,0.868,0.026,49.1%
49200,0.55,0.45,0.04,0.028,0.906,0.026,49.2%
49300,0.58,0.42,0.018,0.02,0.944,0.018,49.3%
49400,0.59,0.41,0.044,0.014,0.914,0.028,49.4%
49500,0.49,0.51,0.06,0.088,0.798,0.054,49.5%
49600,0.6,0.4,0.022,0.032,0.902,0.044,49.6%
49700,0.58,0.42,0.024,0.052,0.918,0.006,49.7%
49800,0.52,0.48,0.018,0.014,0.914,0.054,49.8%
49900,0.62,0.38,0.01,0.068,0.91,0.012,49.9%
50000,0.36,0.64,0.064,0.024,0.894,0.018,50%
50100,0.45,0.55,0.024,0.024,0.89,0.062,50.1%
50200,0.52,0.48,0.028,0.03,0.904,0.038,50.2%
50300,0.56,0.44,0.044,0.02,0.866,0.07,50.3%
50400,0.53,0.47,0.038,0.046,0.892,0.024,50.4%
50500,0.52,0.48,0.012,0.01,0.966,0.012,50.5%
50600,0.49,0.51,0.054,0.056,0.854,0.036,50.6%
50700,0.67,0.33,0.028,0.034,0.932,0.006,50.7%
50800,0.59,0.41,0.044,0.028,0.92,0.008,50.8%
50900,0.33,0.67,0.012,0.048,0.914,0.026,50.9%
51000,0.51,0.49,0.024,0.04,0.92,0.016,51%
51100,0.5,0.5,0.026,0.078,0.89,0.006,51.1%
51200,0.44,0.56,0.028,0.016,0.932,0.024,51.2%
51300,0.45,0.55,0.008,0.034,0.936,0.022,51.3%
51400,0.43,0.57,0.016,0.07,0.87,0.044,51.4%
51500,0.45,0.55,0.01,0.026,0.932,0.032,51.5%
51600,0.54,0.46,0.05,0.038,0.894,0.018,51.6%
51700,0.63,0.37,0.012,0.006,0.978,0.004,51.7%
51800,0.45,0.55,0.042,0.018,0.93,0.01,51.8%
51900,0.49,0.51,0.002,0.026,0.962,0.01,51.9%
52000,0.77,0.23,0.038,0.012,0.902,0.048,52%
52100,0.61,0.39,0.012,0.03,0.922,0.036,52.1%
52200,0.45,0.55,0.014,0.048,0.92,0.018,52.2%
52300,0.48,0.52,0.014,0.026,0.936,0.024,52.3%
52400,0.58,0.42,0.018,0.02,0.924,0.038,52.4%
52500,0.49,0.51,0.044,0.028,0.858,0.07,52.5%
52600,0.54,0.46,0.052,0.03,0.884,0.034,52.6%
52700,0.47,0.53,0.028,0.01,0.906,0.056,52.7%
52800,0.53,0.47,0.06,0.046,0.864,0.03,52.8%
52900,0.63,0.37,0.02,0.018,0.958,0.004,52.9%
53000,0.56,0.44,0.028,0.026,0.914,0.032,53%
53100,0.63,0.37,0.038,0.018,0.94,0.004,53.1%
53200,0.58,0.42,0.026,0.008,0.958,0.008,53.2%
53300,0.55,0.45,0.038,0.022,0.918,0.022,53.3%
53400,0.43,0.57,0.03,0.014,0.922,0.034,53.4%
53500,0.52,0.48,0.022,0.02,0.952,0.006,53.5%
53600,0.65,0.35,0.032,0.034,0.916,0.018,53.6%
53700,0.58,0.42,0.014,0.03,0.946,0.01,53.7%
53800,0.52,0.48,0.018,0.06,0.896,0.026,53.8%
53900,0.46,0.54,0.014,0.03,0.934,0.022,53.9%
54000,0.3,0.7,0.054,0.044,0.872,0.03,54%
54100,0.48,0.52,0.04,0.014,0.894,0.052,54.1%
54200,0.46,0.54,0.024,0.07,0.884,0.022,54.2%
54300,0.48,0.52,0.026,0.018,0.942,0.014,54.3%
54400,0.67,0.33,0.03,0.106,0.848,0.016,54.4%
54500,0.59,0.41,0.022,0.032,0.92,0.026,54.5%
54600,0.56,0.44,0.074,0.004,0.92,0.002,54.6%
54700,0.49,0.51,0.02,0.054,0.888,0.038,54.7%
54800,0.62,0.38,0.064,0.026,0.888,0.022,54.8%
54900,0.33,0.67,0.03,0.032,0.9,0.038,54.9%
55000,0.63,0.37,0.016,0.024,0.928,0.032,55%
55100,0.63,0.37,0.024,0.016,0.936,0.024,55.1%
55200,0.42,0.58,0.03,0.052,0.886,0.032,55.2%
55300,0.59,0.41,0.014,0.014,0.926,0.046,55.3%
55400,0.57,0.43,0.05,0.012,0.906,0.032,55.4%
55500,0.49,0.51,0.018,0.026,0.94,0.016,55.5%
55600,0.6,0.4,0.01,0.028,0.888,0.074,55.6%
55700,0.43,0.57,0.008,0.048,0.924,0.02,55.7%
55800,0.48,0.52,0.036,0.012,0.946,0.006,55.8%
55900,0.54,0.46,0.02,0.01,0.966,0.004,55.9%
56000,0.36,0.64,0.084,0.028,0.878,0.01,56%
56100,0.34,0.66,0.012,0.012,0.97,0.006,56.1%
56200,0.54,0.46,0.012,0.05,0.906,0.032,56.2%
56300,0.54,0.46,0.042,0.032,0.904,0.022,56.3%
56400,0.48,0.52,0.034,0.012,0.938,0.016,56.4%
56500,0.55,0.45,0.018,0.026,0.922,0.034,56.5%
56600,0.59,0.41,0.016,0.05,0.908,0.026,56.6%
56700,0.54,0.46,0.026,0.032,0.942,0,56.7%
56800,0.66,0.34,0.044,0.024,0.922,0.01,56.8%
56900,0.43,0.57,0.026,0.024,0.926,0.024,56.9%
57000,0.38,0.62,0.038,0.002,0.922,0.038,57%
57100,0.73,0.27,0.014,0.016,0.952,0.018,57.1%
57200,0.21,0.79,0.028,0.012,0.924,0.036,57.2%
57300,0.31,0.69,0.008,0.034,0.922,0.036,57.3%
57400,0.5,0.5,0.008,0.018,0.956,0.018,57.4%
57500,0.35,0.65,0.018,0.018,0.942,0.022,57.5%
57600,0.47,0.53,0.016,0.032,0.898,0.054,57.6%
57700,0.43,0.57,0.02,0.034,0.926,0.02,57.7%
57800,0.73,0.27,0.024,0.016,0.946,0.014,57.8%
57900,0.41,0.59,0.036,0.018,0.926,0.02,57.9%
58000,0.44,0.56,0.058,0.018,0.892,0.032,58%
58100,0.34,0.66,0.022,0.02,0.938,0.02,58.1%
58200,0.68,0.32,0.018,0.032,0.928,0.022,58.2%
58300,0.55,0.45,0.03,0.014,0.948,0.008,58.3%
58400,0.63,0.37,0.022,0.016,0.946,0.016,58.4%
58500,0.25,0.75,0.024,0.026,0.93,0.02,58.5%
58600,0.58,0.42,0.032,0.022,0.934,0.012,58.6%
58700,0.62,0.38,0.022,0.02,0.946,0.012,58.7%
58800,0.53,0.47,0.018,0.018,0.952,0.012,58.8%
58900,0.51,0.49,0.048,0.036,0.898,0.018,58.9%
59000,0.63,0.37,0.006,0.018,0.96,0.016,59%
59100,0.47,0.53,0.016,0.052,0.914,0.018,59.1%
59200,0.34,0.66,0.026,0.01,0.94,0.024,59.2%
59300,0.56,0.44,0.038,0.014,0.914,0.034,59.3%
59400,0.46,0.54,0.008,0.04,0.938,0.014,59.4%
59500,0.55,0.45,0.036,0.016,0.922,0.026,59.5%
59600,0.65,0.35,0.02,0.046,0.922,0.012,59.6%
59700,0.58,0.42,0.018,0.006,0.956,0.02,59.7%
59800,0.48,0.52,0.008,0.014,0.954,0.024,59.8%
59900,0.44,0.56,0.014,0.022,0.932,0.032,59.9%
60000,0.62,0.38,0.004,0.026,0.936,0.034,60%
60100,0.5,0.5,0.014,0.026,0.936,0.024,60.1%
60200,0.61,0.39,0.018,0.012,0.944,0.026,60.2%
60300,0.72,0.28,0.012,0.012,0.956,0.02,60.3%
60400,0.58,0.42,0.038,0.012,0.928,0.022,60.4%
60500,0.44,0.56,0.03,0.036,0.888,0.046,60.5%
60600,0.59,0.41,0.036,0.026,0.922,0.016,60.6%
60700,0.57,0.43,0.034,0.024,0.928,0.014,60.7%
60800,0.35,0.65,0.038,0.012,0.916,0.034,60.8%
60900,0.24,0.76,0.066,0.018,0.888,0.028,60.9%
61000,0.37,0.63,0.014,0.036,0.88,0.07,61%
61100,0.52,0.48,0.024,0.026,0.938,0.012,61.1%
61200,0.49,0.51,0.05,0.036,0.884,0.03,61.2%
61300,0.51,0.49,0.024,0.034,0.926,0.016,61.3%
61400,0.44,0.56,0.014,0.028,0.944,0.014,61.4%
61500,0.61,0.39,0.014,0.034,0.922,0.03,61.5%
61600,0.52,0.48,0.026,0.026,0.928,0.02,61.6%
61700,0.63,0.37,0.016,0.03,0.914,0.04,61.7%
61800,0.45,0.55,0.018,0.002,0.954,0.026,61.8%
61900,0.41,0.59,0.016,0.024,0.936,0.024,61.9%
62000,0.45,0.55,0.016,0.03,0.9,0.054,62%
62100,0.39,0.61,0.004,0.006,0.968,0.022,62.1%
62200,0.47,0.53,0.02,0.036,0.91,0.034,62.2%
62300,0.38,0.62,0.034,0.01,0.922,0.034,62.3%
62400,0.54,0.46,0.022,0.014,0.938,0.026,62.4%
62500,0.66,0.34,0.028,0.026,0.92,0.026,62.5%
62600,0.59,0.41,0.01,0.016,0.942,0.032,62.6%
62700,0.57,0.43,0.022,0.064,0.91,0.004,62.7%
62800,0.36,0.64,0.052,0.024,0.9,0.024,62.8%
62900,0.39,0.61,0.028,0.022,0.92,0.03,62.9%
63000,0.55,0.45,0.034,0.006,0.93,0.03,63%
63100,0.68,0.32,0.02,0.04,0.85,0.09,63.1%
63200,0.32,0.68,0.026,0.05,0.908,0.016,63.2%
63300,0.48,0.52,0.026,0.04,0.92,0.014,63.3%
63400,0.55,0.45,0.006,0.02,0.928,0.046,63.4%
63500,0.41,0.59,0.024,0.018,0.898,0.06,63.5%
63600,0.56,0.44,0.044,0.034,0.902,0.02,63.6%
63700,0.5,0.5,0.044,0.004,0.952,0,63.7%
63800,0.61,0.39,0.014,0.026,0.916,0.044,63.8%
63900,0.52,0.48,0.01,0.05,0.93,0.01,63.9%
64000,0.45,0.55,0.006,0.036,0.938,0.02,64%
64100,0.66,0.34,0.042,0.024,0.902,0.032,64.1%
64200,0.55,0.45,0.042,0.024,0.902,0.032,64.2%
64300,0.54,0.46,0.022,0.032,0.932,0.014,64.3%
64400,0.69,0.31,0.018,0.032,0.924,0.026,64.4%
64500,0.43,0.57,0.032,0.02,0.924,0.024,64.5%
64600,0.58,0.42,0.03,0.016,0.946,0.008,64.6%
64700,0.72,0.28,0.014,0.042,0.934,0.01,64.7%
64800,0.68,0.32,0.02,0.036,0.884,0.06,64.8%
64900,0.58,0.42,0.038,0.032,0.908,0.022,64.9%
65000,0.51,0.49,0.074,0.022,0.888,0.016,65%
65100,0.48,0.52,0.022,0.054,0.914,0.01,65.1%
65200,0.42,0.58,0.034,0.018,0.918,0.03,65.2%
65300,0.47,0.53,0.016,0.002,0.958,0.024,65.3%
65400,0.6,0.4,0.018,0.024,0.95,0.008,65.4%
65500,0.49,0.51,0.048,0.016,0.872,0.064,65.5%
65600,0.5,0.5,0.012,0.026,0.928,0.034,65.6%
65700,0.48,0.52,0.052,0.042,0.894,0.012,65.7%
65800,0.61,0.39,0.026,0.038,0.926,0.01,65.8%
65900,0.56,0.44,0.016,0.018,0.946,0.02,65.9%
66000,0.57,0.43,0.022,0.024,0.94,0.014,66%
66100,0.51,0.49,0.038,0.084,0.85,0.028,66.1%
66200,0.65,0.35,0.008,0.02,0.96,0.012,66.2%
66300,0.76,0.24,0.028,0.012,0.946,0.014,66.3%
66400,0.54,0.46,0.018,0.006,0.966,0.01,66.4%
66500,0.66,0.34,0,0.03,0.938,0.032,66.5%
66600,0.32,0.68,0.038,0.012,0.908,0.042,66.6%
66700,0.49,0.51,0.034,0.016,0.914,0.036,66.7%
66800,0.65,0.35,0.032,0.014,0.932,0.022,66.8%
66900,0.41,0.59,0.004,0.016,0.904,0.076,66.9%
67000,0.61,0.39,0.006,0.014,0.97,0.01,67%
67100,0.51,0.49,0.03,0.022,0.926,0.022,67.1%
67200,0.54,0.46,0.026,0.018,0.938,0.018,67.2%
67300,0.46,0.54,0.014,0.016,0.912,0.058,67.3%
67400,0.55,0.45,0.038,0.024,0.93,0.008,67.4%
67500,0.6,0.4,0.036,0.024,0.914,0.026,67.5%
67600,0.54,0.46,0.022,0.034,0.92,0.024,67.6%
67700,0.67,0.33,0.076,0.006,0.9,0.018,67.7%
67800,0.6,0.4,0.02,0.02,0.926,0.034,67.8%
67900,0.41,0.59,0.018,0.01,0.938,0.034,67.9%
68000,0.59,0.41,0.024,0.024,0.916,0.036,68%
68100,0.58,0.42,0.068,0.03,0.89,0.012,68.1%
68200,0.6,0.4,0.014,0.03,0.936,0.02,68.2%
68300,0.52,0.48,0.02,0.014,0.958,0.008,68.3%
68400,0.42,0.58,0.034,0.016,0.94,0.01,68.4%
68500,0.33,0.67,0.004,0.056,0.91,0.03,68.5%
68600,0.3,0.7,0.018,0.014,0.942,0.026,68.6%
68700,0.64,0.36,0.04,0.014,0.922,0.024,68.7%
68800,0.62,0.38,0.022,0.012,0.95,0.016,68.8%
68900,0.55,0.45,0.016,0.054,0.91,0.02,68.9%
69000,0.63,0.37,0.026,0.07,0.872,0.032,69%
69100,0.57,0.43,0.022,0.02,0.936,0.022,69.1%
69200,0.72,0.28,0.034,0.032,0.874,0.06,69.2%
69300,0.55,0.45,0.02,0.044,0.902,0.034,69.3%
69400,0.67,0.33,0.042,0.032,0.902,0.024,69.4%
69500,0.49,0.51,0.038,0.066,0.856,0.04,69.5%
69600,0.5,0.5,0.018,0.022,0.926,0.034,69.6%
69700,0.74,0.26,0.002,0.014,0.952,0.032,69.7%
69800,0.61,0.39,0.03,0.012,0.936,0.022,69.8%
69900,0.35,0.65,0.034,0.05,0.87,0.046,69.9%
70000,0.6,0.4,0.042,0.07,0.846,0.042,70%
70100,0.53,0.47,0.032,0.02,0.914,0.034,70.1%
70200,0.39,0.61,0.008,0.062,0.9,0.03,70.2%
70300,0.43,0.57,0.04,0.048,0.892,0.02,70.3%
70400,0.69,0.31,0.018,0.024,0.934,0.024,70.4%
70500,0.69,0.31,0.056,0.044,0.882,0.018,70.5%
70600,0.52,0.48,0.012,0.004,0.944,0.04,70.6%
70700,0.29,0.71,0.03,0.018,0.936,0.016,70.7%
70800,0.57,0.43,0.004,0.034,0.946,0.016,70.8%
70900,0.49,0.51,0.02,0.018,0.916,0.046,70.9%
71000,0.69,0.31,0.05,0.038,0.892,0.02,71%
71100,0.44,0.56,0.024,0.02,0.936,0.02,71.1%
71200,0.61,0.39,0.014,0.018,0.954,0.014,71.2%
71300,0.49,0.51,0.02,0.022,0.92,0.038,71.3%
71400,0.47,0.53,0.01,0.026,0.952,0.012,71.4%
71500,0.46,0.54,0.012,0.012,0.944,0.032,71.5%
71600,0.71,0.29,0.008,0.012,0.968,0.012,71.6%
71700,0.54,0.46,0.018,0.014,0.916,0.052,71.7%
71800,0.37,0.63,0.012,0.036,0.934,0.018,71.8%
71900,0.7,0.3,0.018,0.01,0.96,0.012,71.9%
72000,0.53,0.47,0.024,0.006,0.942,0.028,72%
72100,0.45,0.55,0.048,0.012,0.912,0.028,72.1%
72200,0.33,0.67,0.034,0.024,0.92,0.022,72.2%
72300,0.61,0.39,0.032,0.018,0.932,0.018,72.3%
72400,0.57,0.43,0.024,0.028,0.928,0.02,72.4%
72500,0.52,0.48,0.01,0.016,0.952,0.022,72.5%
72600,0.62,0.38,0.024,0.014,0.932,0.03,72.6%
72700,0.68,0.32,0.03,0.006,0.926,0.038,72.7%
72800,0.66,0.34,0.022,0.026,0.938,0.014,72.8%
72900,0.56,0.44,0.032,0.026,0.894,0.048,72.9%
73000,0.65,0.35,0.032,0.018,0.894,0.056,73%
73100,0.42,0.58,0.024,0.024,0.946,0.006,73.1%
73200,0.4,0.6,0.044,0.032,0.89,0.034,73.2%
73300,0.52,0.48,0.016,0.052,0.892,0.04,73.3%
73400,0.61,0.39,0.034,0.042,0.878,0.046,73.4%
73500,0.55,0.45,0,0.034,0.948,0.018,73.5%
73600,0.67,0.33,0.046,0.02,0.918,0.016,73.6%
73700,0.48,0.52,0.04,0.01,0.942,0.008,73.7%
73800,0.32,0.68,0.012,0.014,0.946,0.028,73.8%
73900,0.44,0.56,0.078,0.04,0.866,0.016,73.9%
74000,0.43,0.57,0.012,0.014,0.958,0.016,74%
74100,0.59,0.41,0.026,0.032,0.922,0.02,74.1%
74200,0.53,0.47,0.02,0.024,0.946,0.01,74.2%
74300,0.55,0.45,0.018,0.026,0.94,0.016,74.3%
74400,0.45,0.55,0.014,0.012,0.924,0.05,74.4%
74500,0.63,0.37,0.054,0.042,0.874,0.03,74.5%
74600,0.38,0.62,0.042,0.028,0.89,0.04,74.6%
74700,0.51,0.49,0.046,0.032,0.914,0.008,74.7%
74800,0.44,0.56,0.012,0.042,0.914,0.032,74.8%
74900,0.37,0.63,0.028,0.016,0.91,0.046,74.9%
75000,0.74,0.26,0.036,0.026,0.912,0.026,75%
75100,0.56,0.44,0.026,0.032,0.92,0.022,75.1%
75200,0.54,0.46,0.052,0.038,0.792,0.118,75.2%
75300,0.67,0.33,0.014,0.004,0.954,0.028,75.3%
75400,0.47,0.53,0.01,0.016,0.96,0.014,75.4%
75500,0.45,0.55,0.03,0.038,0.9,0.032,75.5%
75600,0.49,0.51,0.028,0.022,0.936,0.014,75.6%
75700,0.54,0.46,0.024,0.018,0.924,0.034,75.7%
75800,0.49,0.51,0.022,0.038,0.918,0.022,75.8%
75900,0.45,0.55,0.04,0.026,0.902,0.032,75.9%
76000,0.61,0.39,0.034,0.024,0.876,0.066,76%
76100,0.58,0.42,0.022,0.024,0.948,0.006,76.1%
76200,0.7,0.3,0.02,0.054,0.91,0.016,76.2%
76300,0.42,0.58,0.006,0.018,0.946,0.03,76.3%
76400,0.59,0.41,0.028,0.022,0.936,0.014,76.4%
76500,0.46,0.54,0.046,0.016,0.922,0.016,76.5%
76600,0.51,0.49,0.052,0.036,0.898,0.014,76.6%
76700,0.66,0.34,0.03,0.038,0.912,0.02,76.7%
76800,0.47,0.53,0.03,0.012,0.934,0.024,76.8%
76900,0.51,0.49,0.042,0.014,0.888,0.056,76.9%
77000,0.39,0.61,0.014,0.082,0.878,0.026,77%
77100,0.66,0.34,0.014,0.01,0.96,0.016,77.1%
77200,0.62,0.38,0.02,0.024,0.92,0.036,77.2%
77300,0.71,0.29,0.014,0.016,0.95,0.02,77.3%
77400,0.48,0.52,0.022,0.016,0.928,0.034,77.4%
77500,0.4,0.6,0.046,0.034,0.906,0.014,77.5%
77600,0.56,0.44,0.048,0.02,0.902,0.03,77.6%
77700,0.5,0.5,0.026,0.028,0.902,0.044,77.7%
77800,0.34,0.66,0.022,0.026,0.926,0.026,77.8%
77900,0.46,0.54,0.018,0.008,0.968,0.006,77.9%
78000,0.47,0.53,0.036,0.024,0.916,0.024,78%
78100,0.33,0.67,0.066,0.056,0.85,0.028,78.1%
78200,0.58,0.42,0.008,0.018,0.954,0.02,78.2%
78300,0.52,0.48,0.048,0.034,0.866,0.052,78.3%
78400,0.53,0.47,0.01,0.04,0.888,0.062,78.4%
78500,0.37,0.63,0.012,0.03,0.93,0.028,78.5%
78600,0.56,0.44,0.026,0.018,0.932,0.024,78.6%
78700,0.44,0.56,0.028,0.048,0.878,0.046,78.7%
78800,0.6,0.4,0.012,0.022,0.92,0.046,78.8%
78900,0.58,0.42,0.054,0.032,0.884,0.03,78.9%
79000,0.46,0.54,0.07,0.02,0.868,0.042,79%
79100,0.63,0.37,0.062,0.036,0.89,0.012,79.1%
79200,0.39,0.61,0.026,0.026,0.924,0.024,79.2%
79300,0.43,0.57,0.02,0.008,0.958,0.014,79.3%
79400,0.5,0.5,0.04,0.048,0.864,0.048,79.4%
79500,0.54,0.46,0.014,0.026,0.92,0.04,79.5%
79600,0.5,0.5,0.016,0.02,0.95,0.014,79.6%
79700,0.4,0.6,0.032,0.024,0.914,0.03,79.7%
79800,0.58,0.42,0.016,0.02,0.932,0.032,79.8%
79900,0.63,0.37,0.016,0.064,0.854,0.066,79.9%
80000,0.46,0.54,0.016,0.024,0.936,0.024,80%
80100,0.55,0.45,0.04,0.014,0.922,0.024,80.1%
80200,0.51,0.49,0.014,0.032,0.93,0.024,80.2%
80300,0.7,0.3,0.016,0.016,0.964,0.004,80.3%
80400,0.49,0.51,0.014,0.028,0.938,0.02,80.4%
80500,0.51,0.49,0.038,0.026,0.892,0.044,80.5%
80600,0.56,0.44,0.034,0.026,0.906,0.034,80.6%
80700,0.79,0.21,0.024,0.012,0.91,0.054,80.7%
80800,0.44,0.56,0.028,0.044,0.92,0.008,80.8%
80900,0.51,0.49,0.014,0.008,0.944,0.034,80.9%
81000,0.49,0.51,0.034,0.036,0.912,0.018,81%
81100,0.54,0.46,0.038,0.044,0.882,0.036,81.1%
81200,0.42,0.58,0.042,0.016,0.896,0.046,81.2%
81300,0.56,0.44,0.026,0.024,0.928,0.022,81.3%
81400,0.72,0.28,0.022,0.032,0.914,0.032,81.4%
81500,0.38,0.62,0.048,0.062,0.848,0.042,81.5%
81600,0.59,0.41,0.028,0.036,0.918,0.018,81.6%
81700,0.63,0.37,0.026,0.016,0.946,0.012,81.7%
81800,0.6,0.4,0.01,0.006,0.974,0.01,81.8%
81900,0.69,0.31,0.022,0.014,0.942,0.022,81.9%
82000,0.65,0.35,0.026,0.002,0.96,0.012,82%
82100,0.4,0.6,0.044,0.01,0.93,0.016,82.1%
82200,0.58,0.42,0.012,0.038,0.932,0.018,82.2%
82300,0.67,0.33,0.022,0.01,0.944,0.024,82.3%
82400,0.7,0.3,0.02,0.018,0.956,0.006,82.4%
82500,0.57,0.43,0.03,0.028,0.92,0.022,82.5%
82600,0.44,0.56,0.018,0.014,0.952,0.016,82.6%
82700,0.73,0.27,0.026,0.012,0.958,0.004,82.7%
82800,0.66,0.34,0.026,0.01,0.96,0.004,82.8%
82900,0.55,0.45,0.016,0.012,0.94,0.032,82.9%
83000,0.57,0.43,0.012,0.034,0.938,0.016,83%
83100,0.72,0.28,0.03,0.012,0.922,0.036,83.1%
83200,0.45,0.55,0.016,0.036,0.934,0.014,83.2%
83300,0.41,0.59,0.016,0.024,0.928,0.032,83.3%
83400,0.37,0.63,0.038,0.012,0.904,0.046,83.4%
83500,0.51,0.49,0.02,0.014,0.946,0.02,83.5%
83600,0.4,0.6,0.026,0.012,0.928,0.034,83.6%
83700,0.51,0.49,0.028,0.038,0.926,0.008,83.7%
83800,0.36,0.64,0.04,0.038,0.912,0.01,83.8%
83900,0.53,0.47,0.022,0.01,0.95,0.018,83.9%
84000,0.63,0.37,0.01,0.046,0.926,0.018,84%
84100,0.56,0.44,0.038,0.004,0.944,0.014,84.1%
84200,0.43,0.57,0.028,0.038,0.906,0.028,84.2%
84300,0.51,0.49,0.03,0.072,0.844,0.054,84.3%
84400,0.57,0.43,0.028,0.01,0.946,0.016,84.4%
84500,0.65,0.35,0.018,0.024,0.908,0.05,84.5%
84600,0.49,0.51,0.018,0.03,0.94,0.012,84.6%
84700,0.53,0.47,0.036,0.03,0.888,0.046,84.7%
84800,0.47,0.53,0.01,0.006,0.944,0.04,84.8%
84900,0.48,0.52,0.034,0.012,0.918,0.036,84.9%
85000,0.52,0.48,0.012,0.058,0.912,0.018,85%
85100,0.49,0.51,0.012,0.03,0.952,0.006,85.1%
85200,0.61,0.39,0.02,0.01,0.948,0.022,85.2%
85300,0.44,0.56,0.026,0.034,0.904,0.036,85.3%
85400,0.6,0.4,0.022,0.04,0.908,0.03,85.4%
85500,0.5,0.5,0.052,0.022,0.894,0.032,85.5%
85600,0.66,0.34,0.018,0.008,0.956,0.018,85.6%
85700,0.37,0.63,0.01,0.01,0.966,0.014,85.7%
85800,0.68,0.32,0.022,0.034,0.932,0.012,85.8%
85900,0.48,0.52,0.008,0.05,0.906,0.036,85.9%
86000,0.37,0.63,0.02,0.05,0.91,0.02,86%
86100,0.43,0.57,0.04,0.018,0.888,0.054,86.1%
86200,0.58,0.42,0.054,0.02,0.894,0.032,86.2%
86300,0.35,0.65,0.044,0.03,0.908,0.018,86.3%
86400,0.44,0.56,0.026,0.01,0.928,0.036,86.4%
86500,0.3,0.7,0.006,0.012,0.964,0.018,86.5%
86600,0.55,0.45,0.016,0.018,0.95,0.016,86.6%
86700,0.54,0.46,0.026,0.024,0.902,0.048,86.7%
86800,0.57,0.43,0.044,0.026,0.894,0.036,86.8%
86900,0.48,0.52,0.028,0.016,0.926,0.03,86.9%
87000,0.57,0.43,0.036,0.014,0.926,0.024,87%
87100,0.53,0.47,0.022,0.034,0.932,0.012,87.1%
87200,0.31,0.69,0.036,0.024,0.916,0.024,87.2%
87300,0.68,0.32,0.002,0.024,0.928,0.046,87.3%
87400,0.38,0.62,0.01,0.036,0.92,0.034,87.4%
